Image Filename,Audio Filename,ImageBind Score
vincent-van-gogh_women-working-in-the-peat-1883.jpg,000676.mp3,0.03802871331572533
paul-jacoulet_femme-tatouee-de-falalap-ouest-carolines-1935.jpg,000204.mp3,-0.027087822556495667
stanley-spencer_the-resurrection-reunion-1.jpg,025124.mp3,0.17816247045993805
pierre-auguste-renoir_portrait-of-a-little-girl-1880.jpg,000814.mp3,0.17360056936740875
wassily-kandinsky_improvisation-dreamy-1913.jpg,025028.mp3,0.07539708912372589
juan-gris_the-table-in-front-of-the-picture-1926.jpg,000213.mp3,0.09795142710208893
jan-matejko_song.jpg,000424.mp3,-0.007974617183208466
stanley-spencer_the-resurrection-with-the-raising-of-jairus-s-daughter.jpg,000010.mp3,0.03327299654483795
l-s-lowry_a-procession-1929.jpg,025227.mp3,0.07665037363767624
richard-jack_the-return-to-the-front-victoria-railway-station.jpg,005006.mp3,0.010663382709026337
le-corbusier_la-lanterne-et-le-petit-haricot-1930.jpg,000190.mp3,-0.0021317792125046253
chaldin-alex_lilies.jpg,005879.mp3,0.10817672312259674
giorgio-vasari_assumption-of-the-virgin-detail-1.jpg,000625.mp3,0.0025740116834640503
william-hogarth_before-the-seduction-and-after-1731.jpg,000620.mp3,-0.005418229848146439
kay-sage_constant-variation-1958.jpg,005936.mp3,0.04765768349170685
currier-and-ives_catching-a-trout-1854.jpg,000822.mp3,-0.006850407458841801
marcel-duchamp_chess-game-1910.jpg,000993.mp3,0.05886424705386162
john-singer-sargent_villa-torlonia-fountain-1907-1.jpg,025104.mp3,0.019434284418821335
miklos-barabas_pigeon-post-1848.jpg,025232.mp3,0.049067169427871704
paul-jacoulet_dans-l-isle-de-tinian-marianes-1960.jpg,000695.mp3,-0.03912225365638733
paul-jacoulet_hokkan-zan-seoul-coree-1937.jpg,000140.mp3,0.016362424939870834
richard-jack_the-honourable-edith-violet-kathleen-agar-robartes.jpg,000574.mp3,-0.005189063027501106
lucas-van-leyden_virgil-in-the-basket-1516.jpg,000998.mp3,-0.02295677736401558
aleksey-savrasov_courtyard-spring-1853.jpg,000714.mp3,-0.07979361712932587
pierre-auguste-renoir_portrait-in-a-pink-dress.jpg,000197.mp3,0.04813414067029953
theophile-steinlen_ton-nez-1.jpg,000690.mp3,0.058827806264162064
edward-robert-hughes_day.jpg,000995.mp3,0.01778457872569561
lucian-freud_naked-girl-perched-on-a-chair.jpg,000148.mp3,-0.021630220115184784
tamara-de-lempicka_portrait-of-kizette-adult-i-1955.jpg,000897.mp3,-0.0678081139922142
hiroshige_prune-orchard-sun.jpg,025030.mp3,-0.08591277152299881
quentin-matsys_portret-van-desiderius-erasmus.jpg,000825.mp3,0.02614053338766098
rosalba-carriera_crown-prince-friedrich-christian-of-saxony-1739.jpg,025031.mp3,0.014648158103227615
rachel-ruysch_spray-of-flowers-with-a-beetle-on-a-stone-balustrade-1741.jpg,025055.mp3,0.05211753770709038
